,,Dev Info,,,,,Other DevInfo sources,,,,G-Econ,,,DHS (Equity),,,MICS (Equity),,,National Statistics Institute,,,,SEDAC / CIESIN,,,,OECD,,,,OPHI,,,,HarvestChoice,,,,NBER,,,,DHS (Open Aid Partnership),,,,DHS,,,
Saint Kitts and Nevis,97,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,127,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StLuciaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-08-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/drkmr21elesgr8u6jpv3koo323lqoi9k/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbT2o3U0JWUWYwalU?h=07874974558453865051&e=download, ",,,,,
Saint Vincent and the Grenadines,144,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,168,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SamoaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0k-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/0jkonv2gnqpkuhveqqqvo0eomk2m53l8/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbQVBYRHNDMEgzOTA?h=07874974558453865051&e=download, ",,,,,
Sao Tome and Principe,204,English,STPInfo_2012_en.csv,http://www.devinfo.org/stpinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/stpinfo/stock/data/CSV_DataFiles/STPInfo_2012_en.zip,http://www.devinfo.org/articles/news,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,,,,,,,,,,http://spatialdata.measuredhs.com/data.html,,
Saudi Arabia,352,no DevInfo,,,,,,,,,Saudi Arabia_Calc_Qa_050205.xls,http://gecon.yale.edu/saudi-arabia,http://gecon.yale.edu/sites/default/files/Saudi%20Arabia_Calc_Qa_050205.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,426,?,,,,,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,hunger_data.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,SenegalPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/hs9iipq7h9of7r5phhg4i1ciaegpkh89/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9Mbc3J3UXpyalh2LWs?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Serbia,318,broken link,,http://www.devinfo.org/devinfoserbia/libraries/aspx/Home.aspx,http://www.devinfo.org/devinfoserbia/stock/data/CSV_DataFiles/DevInfo%20Serbia_2012_en.zip,http://www.devinfo.org/articles/news,"EUSerbiaMDG_2011_en.csv
Serbia_2012_en.csv","http://www.devinfo.org/euserbiamdg/libraries/aspx/Home.aspx
http://www.devinfo.org/serbia/libraries/aspx/Home.aspx","http://www.devinfo.org/euserbiamdg/stock/data/CSV_DataFiles/EUSerbiaMDG_2011_en.zip
http://www.devinfo.org/serbia/stock/data/CSV_DataFiles/Serbia_2012_en.zip",,,,,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,SerbiaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-14-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/l9ccri8bee1j6i3gbpq2cvipu2i3v6l4/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbLUMtOEl6QkRFYVE?h=07874974558453865051&e=download, ",,,,,
Seychelles,84,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SeychellesPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0s-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/mr1pll0755c8a5li7gbhkh40u86117ck/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbM2NZR3ljb0pFMDA?h=07874974558453865051&e=download, ",,,,,
Sierra Leone,366,no DevInfo,,,,,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,SierraLeonePopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-14-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/71k8tvkurnesdad987md6ed3lgdjmsk6/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbcUhuYWwzSGdGOGM?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Singapore,184,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,227,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/slovakia,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_18.xls,,,,,,,,http://portal.statistics.sk/showdoc.do?docid=359,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Slovenia,155,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/slovenia,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_19.xls,,,,,,,,http://www.stat.si/eng/index.asp,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Solomon Islands,229,no DevInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SolomonPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-00-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/qa0i3ah7coee6sgcci5465u913p9fb5j/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbZ25JWG9Yckp3MTQ?h=07874974558453865051&e=download, ",,,,,
Somalia,416,English,SomInfo_2008_en.csv,http://www.devinfo.org/sominfo/libraries/aspx/Home.aspx,http://www.devinfo.org/sominfo/stock/data/CSV_DataFiles/SomInfo_2008_en.zip,http://www.devinfo.org/articles/news,,,,,Somalia_Calc_MM_061505.xls,http://gecon.yale.edu/somalia,http://gecon.yale.edu/sites/default/files/Somalia_Calc_MM_061505.xls,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,,,,,,,,
South Africa,442,English,South Africa_2011_en 2.csv,http://www.devinfo.org/southafrica/libraries/aspx/Home.aspx,http://www.devinfo.org/southafrica/stock/data/CSV_DataFiles/South%20Africa_2011_en.zip,http://www.devinfo.org/articles/news,,,,,SouthAfrica_Calc_Xi_091510.xls,http://gecon.yale.edu/south-africa,http://gecon.yale.edu/sites/default/files/SouthAfrica_Calc_Xi_091510.xls,,,,,,,,http://beta2.statssa.gov.za/,,,imr_highres.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,SouthAfricaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-08-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/mlrbjolinvbef9puit68hjvmd1ir7j1v/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbbzFwbThQRUhfcUU?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
South Sudan,412,broken link,,http://devinfo.org/southsudaninfo/libraries/aspx/Home.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,382,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/spain,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_5.xls,,,,,,,Spain indicadors.xls,http://www.ine.es/FichasWeb/Welcome.do,http://www.ine.es/FichasWeb/Report.do?formato=0,https://twitter.com/es_ine,,,,,OECD metropolitan areas.xls,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Sri Lanka,413,no DevInfo,,,,,,,,,,,,,,,,,,,,,,"SriLankaCaseStudy.csv
imr_highres.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-small-area-estimates-poverty-inequality/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download","n/a
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,"Sri Lanka-pov-ADM1.xls
SriLankaPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0k-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/jkbmnii25tu5kn3ees2vf0picg64kkft/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbQURHNUNRSXVOZFk?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-0o-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/9m2p0et1tiskfgbo29rruflg4ijpdtq6/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbV281SThSbFE2ZHc?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Sudan,479,English,SudanInfo_2012_en.csv,http://www.devinfo.org/sudaninfo/libraries/aspx/Home.aspx,http://www.devinfo.org/sudaninfo/stock/data/CSV_DataFiles/SudanInfo_2012_en.zip,http://www.devinfo.org/articles/news,,,,,Sudan_Calc_MM_120804.xls,http://gecon.yale.edu/sudan,http://gecon.yale.edu/sites/default/files/Sudan_Calc_MM_120804.xls,,,,,,,,,,,"imr_highres.csv
hunger_data.csv","http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-infant-mortality-rates/data-download
http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download","http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/imr_tabular.zip
http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip",https://www.facebook.com/socioeconomicdataandappsctr,,,,,,,,,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,,,,,SudanPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0g-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/8fvbh6prk5bt0g0n8gu8uvfkco6851ic/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbdVpobWhtcTc1ZjQ?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
Suriname,163,no DevInfo,,,,,,,,,,,,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,,,,,SurinamePopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0c-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/o3ult453op2b9if5kc6kvr1ce4948mlm/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbdDZ4c0hZV3hzQ3M?h=07874974558453865051&e=download, ",,,,,
Swaziland,216,English,SwaziInfo_2012_en.csv,http://www.devinfo.org/swaziinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/swaziinfo/stock/data/CSV_DataFiles/SwaziInfo_2012_en.zip,http://www.devinfo.org/articles/news,,,,,,,,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,hunger_data.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,Swaziland2006.csv,https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing,"https://doc-10-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/t2ji5d57742ao4ii249pm62b83mjvpeq/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbYjlRVDVhbl83aWM?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbMlJpUWdQUnVfWTA&usp=sharing",,,http://spatialdata.measuredhs.com/data.html,,
Sweden,248,no DevInfo,,,,,,,,,Europe_cal_xi_101309.xls,http://gecon.yale.edu/sweden,http://gecon.yale.edu/sites/default/files/Europe_cal_xi_101309_20.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Switzerland,228,no DevInfo,,,,,,,,,,,,,,,,,,,http://www.bfs.admin.ch/bfs/portal/en/index.html,,,,,,,OECD metropolitan areas.xls,http://stats.oecd.org/#,http://stats.oecd.org/FileView2.aspx?IDFile=00fa8a34-d432-4aff-aad4-b0924ff0c89e,http://www.oecd.org/std/theoecdstatisticsnewsletter-allissues.htm,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,,,,,,,,
Syria,419,English,Syria PopInfo_2011_en.csv,http://www.devinfo.org/syriapopinfo/libraries/aspx/Home.aspx,http://www.devinfo.org/syriapopinfo/stock/data/CSV_DataFiles/Syria%20PopInfo_2011_en.zip,http://www.devinfo.org/articles/news,,,,,Syria_Calc_Qa_060605.xls,http://gecon.yale.edu/syria,http://gecon.yale.edu/sites/default/files/Syria_Calc_Qa_060605.xls,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,,,,,,,,,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,SyrianPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-04-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/q68mbj42323sv5fs6tjkjrjpshmji29p/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbdjdYMW5pcmczalk?h=07874974558453865051&e=download, ",,,,,
Taiwan,329,no DevInfo,,,,,,,,,,,,,,,,,,,http://eng.stat.gov.tw/mp.asp?mp=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,359,English,TojikInfo_2012_en.csv,http://www.devinfo.org/tojikinfo/,http://www.devinfo.org/tojikinfo/,http://www.devinfo.org/articles/news,,,,,,,,,,,Equity (DHS and MICS) for Gapminder.xlsx,https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,,,,,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,,,,,,,,,"Tajikistan-pov-ADM1.xls
TajikistanPopADM1.xlsx","https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing","https://doc-0s-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/1tgibh57t01lja5vk49d7ggncv9hsb58/1381154400000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbM2F0SDFSVkVLSnc?h=07874974558453865051&e=download, https://drive.google.com/a/gapminder.org/folderview?id=0B0HB08a-a9MbQmwxTHBnVTRKUmc&usp=sharing
https://doc-0k-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/l97vdq91hrasmr0jpf721k557jscjpsn/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbWm9nOVhNdjlWb0k?h=07874974558453865051&e=download, ",,,,,
"Tanzania, United Rep.",525,broken link,,,,,,,,,Tanzania_Calc_MM_060905.xls,http://gecon.yale.edu/tanzania,http://gecon.yale.edu/sites/default/files/Tanzania_Calc_MM_060905.xls,"Mortality rates (DHS) for Gapminder.xlsx
Fertility rates (DHS) for Gapminder.xlsx
Equity (DHS and MICS) for Gapminder.xlsx",https://www.dropbox.com/sh/e7oqw6huu5k215m/c0qsUbRg5r,,,,,,http://www.tsed.org/,,,hunger_data.csv,http://sedac.ciesin.columbia.edu/data/set/povmap-global-subnational-prevalence-child-malnutrition/data-download,http://sedac.ciesin.columbia.edu/povmap/downloads/ds_global/hunger_tabular.zip,https://www.facebook.com/socioeconomicdataandappsctr,,,,,Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx,http://www.ophi.org.uk/multidimensional-poverty-index/mpi-data-bank/mpi-data/,http://www.ophi.org.uk/wp-content/uploads/Tables_3_SubNational_Decomposition_2012_MPI_13_Mar_14_2013.xlsx?7ff332,https://www.facebook.com/pages/OPHI-Oxford-Poverty-and-Human-Development-Initiative/206436442734224,"TPOV_PT125.csv
TPOV_PT200.csv","http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-125day-percent-2005
http://harvestchoice.org/data/poverty-headcount-ratio-below-05-ppp-200day-percent-2005","http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT125_2.zip
http://harvestchoice.org/sites/default/files/downloads/data/TPOV_PT200_2.zip",https://www.facebook.com/harvestchoice,regions_data_web_july2012.xls,http://scholar.harvard.edu/shleifer/publications/human-capital-and-regional-development,http://scholar.harvard.edu/files/shleifer/files/regions_data_web_july2012.xls,,TanzaniaPopADM1.xlsx,https://drive.google.com/folderview?id=0B0HB08a-a9MbRDFTdWNSLTZHV1k&usp=sharing,"https://doc-0s-5s-docs.googleusercontent.com/docs/securesc/mnkm5o6ci0jo1v323dbllpqncl508u5r/d3purg6ba1jk5r4sm6iq96hmaa51c5vg/1381219200000/17069385315282184580/17069385315282184580/0B0HB08a-a9MbSkJKal9JSkNVSVE?h=07874974558453865051&e=download, ",,,http://spatialdata.measuredhs.com/data.html,,
